"Drug","Pearson.est","Pearson.p","Pearson.q","Spearman.est","Spearman.p","Spearman.q","Slope","Intercept","R.squared","Rank.slope","Rank.intercept","Rank.R.squared","N"
"clonazepam",-0.0197111281970772,0.728738453815277,0.902856715234442,-0.0414533382748868,0.465642888536054,0.755886662107854,-0.000110451105898151,0.722529175849114,0.000388528574801612,-0.041453338274887,162.98744744002,0.0017183792541322,312
"clopamide",-0.0352446056856897,0.547219587186097,0.81393573618366,-0.0535863330118303,0.359898760429213,0.681215644504266,-0.000515024980279011,1.12756386570424,0.00124218222993975,-0.0535863330118303,155.403984119245,0.00287149508565477,294
"clotrimazole",0.0440751815022799,0.442357240811081,0.752593495277727,0.0445352573666835,0.437603945927892,0.738805976809778,0.000582911293138269,1.22182706288698,0.00194262162445891,0.0445352573666835,146.663837994214,0.00198338914871674,306
"CMPD.1",0.0742203597153501,0.185394886652734,0.513292152721146,0.0942134444672311,0.0924738023163321,0.365852638672265,0.000552380629501013,0.852758458283654,0.00550866179627596,0.0942134444672313,145.378742163009,0.00887617311838005,320
"CNX.2006",0.0457764567080311,0.435813705243444,0.749475350584925,0.00879390263711041,0.88105762978817,0.964771353835172,0.000513622345940967,1.01077629356576,0.00209548398874225,0.00879390263711042,145.211693263663,7.7332723590977e-05,292
"CNX.774",-0.0569770483705587,0.322105309484075,0.651408502978967,-0.05791908353907,0.314156510935311,0.652637844322083,-0.000890854388595195,1.02954416165294,0.00324638404102098,-0.0579190835390699,161.332660239708,0.00335462023800578,304
"cobicistat",0.0990999371465962,0.0871487662295202,0.365435115397351,0.0877740118066934,0.129944377501093,0.432550479589845,0.00130368814435375,1.06358048854308,0.00982079754245931,0.0877740118066934,136.833898228996,0.00770427714864156,299
"cobimetinib",-0.113888218896398,0.0502899144983815,0.292091985631326,-0.105341278639544,0.0703377080602062,0.321290224830216,-0.00124864847737357,0.840524451043443,0.0129705264033938,-0.103585557822846,163.882455336693,0.011096784985414,296
"colchicine",0.0707116002951673,0.234878733456515,0.56968912235349,0.0697346811013,0.241424641763935,0.577350640838199,0.000676769354552205,0.50303002784226,0.0050001304163035,0.0697346811013001,132.562807943065,0.00486292574830001,284
"colforsin.daproate",0.055341983137863,0.353621956331371,0.681817034311352,0.0590477683029233,0.322269614900552,0.656324053974683,0.000817831229084899,1.26317064081387,0.0030627350976315,0.0590477683029233,133.615216900985,0.00348663894155572,283
"colfosceril.palmitate",0.0646385981091789,0.282818943461078,0.610064636784049,0.0552938341070477,0.358366918187237,0.680748578205419,0.000606597903604796,1.08658424758535,0.00417814836551994,0.0552938341070479,131.786510142067,0.00305740809025772,278
"colistin.b.sulfate",0.0995947159271676,0.151355905638936,0.487029669700399,0.0954387717545612,0.169253239686077,0.495614592111125,0.00174226602058578,1.36755550960342,0.00991910744061322,0.0954387717545612,94.9789289657711,0.00910855915401923,209
"combretastatin.A.4",0.177499188967035,0.00135930474975964,0.0468636494679037,0.158253690492215,0.00435643566579069,0.0737814412300118,0.00280373192445741,0.580694768840671,0.0315059620839553,0.158253690492215,136.362902140261,0.0250442305544058,323
"costunolide",0.0718051857751884,0.225239116662278,0.558469590628388,0.104050421123592,0.0784395551764051,0.34075950454859,0.00105490454846063,1.14171783815893,0.00515598470420932,0.104050421123592,129.016739358203,0.0108264901359968,287
"CP.673451",-0.0186910986444636,0.747548410714505,0.90789258284233,0.0050647572445063,0.930503347175337,0.979192475806605,-0.000346746748450577,1.11648440924414,0.000349357168537068,0.00506475724450628,149.240286413324,2.56517659457797e-05,299
"CP.724714",-0.0701681607249345,0.254109387818372,0.585640995936691,-0.0635529672833152,0.301753484003699,0.637867218740666,-0.000295430145422843,0.936978152106383,0.00492357077952027,-0.0627775714461052,141.880805788055,0.00403897965051413,266
"CP.945.598",-0.0691183069528458,0.22419052634576,0.557779866234811,-0.0263282615113338,0.643712404478601,0.864582840023139,-0.000742789410202727,0.9468226767996,0.00477734035602781,-0.0263282615113338,160.107208795768,0.000693177354209182,311
"CPI.1189",-0.0631793863124733,0.262811953525485,0.594426655355566,-0.0742266159348777,0.188151104454496,0.519929006202501,-0.000669308647587715,0.996286051470382,0.00399163485482074,-0.0742266159348775,170.264918625678,0.00550959051314384,316
"CPP",0.0316936528950116,0.573978711309099,0.823057468607599,0.0487794954941651,0.386721227237462,0.698344781776193,0.000362593688373529,0.950094401343109,0.00100448763382948,0.0487794954941651,151.244060216428,0.00237943918066528,317
"CR8..R.",0.0470593166813251,0.399257697106914,0.72628787111911,0.0672913457272052,0.227797275230454,0.564606164398211,0.000188639496868586,0.680352584179002,0.00221457928651324,0.0672913457272052,151.098801992193,0.00452812520977825,323
"creatine",0.108011283550428,0.0798122821935225,0.349486807286681,0.0994475930841524,0.106926361846267,0.390928534366865,0.00173683869180067,1.31398550603621,0.0116664373742109,0.0994475930841524,119.32319391635,0.00988982377023115,264
"crenolanib",0.101310335223185,0.0716570642870129,0.335791032645938,0.0832613188334932,0.139103204069568,0.442905979858633,0.000496025496414739,0.738270976503143,0.0102637840230341,0.0832613188334932,145.761450305475,0.00693244721389261,317
"crizotinib",0.0336636373786053,0.567356433959049,0.819892331709284,0.00651852273544544,0.91183819226939,0.970839487063292,0.000192232489209053,0.893226148920499,0.00113324048155824,0.00650940593818326,145.049626733025,4.24911386525185e-05,291
"crizotinib..S.",0.0116376379493075,0.841434254101215,0.951872499951999,-0.025987014314998,0.655022711392266,0.865941627518196,5.66817060487144e-05,0.838318062573385,0.000135434617039161,-0.0259870143149982,153.385058640092,0.00067532491300791,298
"cromakalim",0.0911546242279777,0.264045854885328,0.594426655355566,0.0472973434755568,0.562838085817463,0.818394387521312,0.00128285700786689,1.00889661907745,0.00830916551814382,0.0472973434755569,72.8817532241199,0.0022370386998448,152
"crystal.violet",0.0527091807098018,0.373642145534781,0.70064302698697,0.105326583985121,0.0748280699830306,0.331075646049217,0.000479614984272595,0.412887810552619,0.00277825773109852,0.105326583985121,128.832971906143,0.0110936892939747,287
"CS.110266",0.0692400921563682,0.241462388466669,0.576975902477542,0.0461999003331605,0.43477561759309,0.737183951141445,0.00102613807071484,1.34339159034363,0.00479419036182236,0.0461999003331606,137.824114401858,0.00213443079079396,288
"CUDC.101",0.114161034880555,0.206768694998763,0.542393243402552,0.130882769472856,0.147357460416372,0.457643494713611,0.00187010593737252,0.804592074895514,0.0130327418849993,0.130882769472856,54.3198269079465,0.0171302993448848,124
"CUDC.907",0.0974360109721882,0.0818044862889623,0.352538381388147,0.157501904315472,0.00474133789786878,0.0771399693945392,0.000542209752673204,0.43879105800247,0.00949377623417238,0.157501904315472,135.220944357367,0.024806849863,320
"curcumin",0.106792440760598,0.059134500234369,0.309965657485964,0.103944624802631,0.0662706829684924,0.310549996564327,0.00046361454489147,0.857528297982806,0.0114046254036059,0.103944614633245,140.68069550258,0.0108044850253598,313
"CX.4945",0.134459562514174,0.0289423620656743,0.216023403459259,0.138456521597349,0.0244601255899785,0.175777024506477,0.00216334769849084,1.07055691684852,0.018079373951503,0.138456521597349,114.154510888351,0.0191702083728373,264
"CX.5461",0.0290824939547405,0.614085572382792,0.84715134054565,-0.0529417397996335,0.35841654422221,0.680748578205419,0.000249675605722984,0.835545156162667,0.00084579145462752,-0.0529417397996335,160.047144449544,0.0028028278130121,303
"CYC116",0.0107205937325294,0.853538690921713,0.959024101330481,-0.00260689995735225,0.96419596351699,0.995047586371777,0.000168953147880943,1.02118949430072,0.000114931129977948,-0.00260689995735227,150.391034993603,6.79592738764282e-06,299
"cyclocytidine",0.0740487619421114,0.194230340263162,0.526424694496176,0.0943256555533411,0.0979111702410276,0.379078541467936,0.000682486236336825,0.739698654066234,0.00548321914515948,0.0943256555533411,140.379523389232,0.00889732929556758,309
"cycloheximide",0.0803141861558513,0.157674484538136,0.487130439561879,0.0639548243479371,0.260815583748875,0.595731244193405,0.000667197208768652,0.780054647063017,0.00645036849787673,0.063954824347937,146.023047401722,0.00409021955737549,311
"cyclophosphamide",0.0550439630798174,0.41336713841281,0.736531223336391,0.069328176671226,0.302675456105964,0.638883470031248,0.000648190241270237,1.06593093951801,0.00302983787153231,0.0693281766712261,104.235244212823,0.00480639608055674,223
"cyclosporin.a",-0.0290486170060257,0.622867737245412,0.852907111846984,-0.0492850892892654,0.403873815366749,0.707164800712192,-0.000362035979588736,1.10211058423887,0.000843822149962765,-0.0492850892892654,152.146337946943,0.00242902002625087,289
"cyclosporine",0.112605377924516,0.0612607157982726,0.311820843137326,0.0891692234032582,0.13879029206606,0.442905979858633,0.0009884596702807,1.05916956690972,0.012679971137523,0.0891692234032582,126.605477946947,0.00795115040234018,277
"cyclovalone",0.0464477147377593,0.409850887078539,0.735815630487664,0.005635401979859,0.920392032343112,0.974928795049616,0.000184646982470351,0.910599846061185,0.00215739020436025,0.00563540144912997,158.103971169588,3.17577554745973e-05,317
"cyclovirobuxin.d",0.112335266447667,0.0582114129122162,0.309965657485964,0.0982836288988995,0.0977343600653009,0.379078541467936,0.000986723352788742,0.94985554142525,0.0126192120878684,0.0982836288988994,128.945441067457,0.00965967170953659,285
"cyproheptadine",0.110549020232272,0.0578943189035327,0.309965657485964,0.122558359120102,0.0353775772312333,0.221760743856389,0.00112617997071799,1.08708399578592,0.0122210858743153,0.122558359120103,129.861362850225,0.015020551390212,295
"cyproterone.acetate",-0.0468170436486432,0.470358507192812,0.762787176601189,-0.00233207224345746,0.971330411823396,0.99539025925002,-0.000391478921044666,0.92607682262964,0.00219183557599897,-0.00233207173735662,120.781014644351,5.43856094870491e-06,240
"cyromazine",0.0628097794365408,0.294942138757134,0.62438043409405,0.0381116377213266,0.525358246603098,0.793241648677044,0.000699424744761937,1.32470071262071,0.00394506839286691,0.0381116377213266,135.145314900154,0.00145249692980165,280
"CYT.997",0.126639001599095,0.0236924290099921,0.190012055736435,0.196962426805465,0.000401982931739867,0.0250409221414576,0.00118816070887883,0.614560046005087,0.0160374367260157,0.196962426805465,128.486011711126,0.0387941975730982,319
"cyt387",0.0149587868314576,0.803900035317121,0.933647105660953,-0.0119999891500743,0.842117665634555,0.951074300941494,7.73014621485732e-05,0.921702420210061,0.000223765303468988,-0.0119038343332555,141.160584889489,0.000143999739601904,278
"cytarabine",0.12529775737609,0.0385536185831925,0.259654138178896,0.107000717187493,0.0775805576340175,0.339385641855158,0.001109112159307,1.25813697336922,0.0156995280034774,0.107000717187493,122.340901745314,0.0114491534786378,273
"cytochalasin.b",-0.121731604179153,0.0294669533234512,0.217721768929687,-0.0868935487651247,0.120841386495039,0.417609373853978,-0.000870958804847708,0.831440169927458,0.0148185834560301,-0.0868935487651247,174.446414576803,0.0075504888169971,320
"cytochlor",-0.0223545696255981,0.692675852376503,0.881142339861954,-0.0123910113912533,0.826608952601528,0.947687856981007,-0.000242428429416375,0.926692631387555,0.000499726783145712,-0.0123910113912533,159.957779799818,0.000153537163298167,315
"D.4476",0.0219011799584283,0.715691384293601,0.894151099617889,0.0120578191824421,0.841083021746376,0.951074300941494,0.000288528891465245,1.29820957270328,0.00047966168357146,0.0120578191824421,138.311905314458,0.000145391003436467,279
"D.64131",0.118007413028003,0.0473293800118923,0.286748712373306,0.125620121752997,0.0346625553256879,0.218223391789548,0.00123894127495576,0.644824251069504,0.0139257495295617,0.125620121752997,124.161942711074,0.0157804149892379,283
"D.7193",-0.136163697273904,0.0159271399271458,0.163819088810939,-0.0837793288699864,0.139172804444529,0.442905979858633,-0.0013426859622181,0.888938055843594,0.0185405524552994,-0.0837793288699863,170.153354632588,0.00701897594590532,313
"D.Serine",0.0798621721317942,0.222584319220195,0.557779866234811,0.0851073076460743,0.193575758983724,0.524636225285901,0.000904952241897786,1.11046442118161,0.00637796653760831,0.0851073076460743,107.957337697763,0.00724325381476354,235
"dabrafenib",0.00215706659599909,0.970925559639837,0.989862001685722,0.0459693470314369,0.437073890055351,0.738805976809778,2.0448135493838e-05,0.91145872612505,4.65293629957512e-06,0.0433083563411016,138.241942508711,0.00211318086649668,288
"dacarbazine",-0.163373402734359,0.00747259573838759,0.110704755309452,-0.106316334697151,0.0829198101749909,0.350525508162865,-0.000597831098557016,0.951098296228952,0.026690868721003,-0.104821839942805,148.046126552336,0.0113031630234367,267
"dacinostat",0.154544797636379,0.00582796888394502,0.0932938921405662,0.160030408075469,0.00428426044918065,0.0737814412300118,0.000786209821738184,0.594381845079744,0.0238840944764692,0.160030408075468,133.555165116,0.025609731508801,317
"daclatasvir",-0.0412225321660416,0.508942159830257,0.789869504216734,-0.0428232986372521,0.492614070566904,0.775331711066171,-0.000493708938489404,0.981656375776666,0.00169929715818034,-0.0428232986372521,135.567028822843,0.00183383490617528,259
"dacomitinib",-0.221170816162363,0.000150248569427367,0.016592768917751,-0.185784398023816,0.0015123177993075,0.0469692491875962,-0.00233089499814039,0.855772287452195,0.048916529921926,-0.185556118999324,171.905637254902,0.0345158425490718,289
"dalcetrapib",0.0280862062974264,0.644065442719827,0.859545401897059,0.0738667729865669,0.223778554336358,0.559639631570029,0.000350547148081639,1.25377530493946,0.000788834984181592,0.0738667729865668,126.88025210084,0.005456300151449,273
"danazol",0.0424250910014771,0.464115981158451,0.759713734065289,0.0201828909210102,0.727724518135038,0.902952101336363,0.000531945437685966,1.12933891924149,0.00179988834648361,0.0201828909210103,147.462474916388,0.000407349085929398,300
"danusertib",0.142799281830696,0.0110399028850551,0.136630592970596,0.138063483189866,0.0140368782170884,0.134001965912283,0.00139814450786121,0.477414048944469,0.0203916348913626,0.138063483189866,136.616937914406,0.0190615253905183,316
"dapivirine",0.13834771272182,0.0156122561578645,0.163815557366579,0.163504711634438,0.00419579272632485,0.0737814412300118,0.00097763740561816,0.86234036656741,0.0191400896153591,0.163504711634438,127.983779119931,0.0267337907266607,305
"darapladib",0.00762551886484171,0.892937953138712,0.972161019657786,0.0508071722893335,0.369561824009679,0.686097514406417,3.99884574190673e-05,0.935979314702655,5.81485379580574e-05,0.050807152595883,149.497873466148,0.00258136875603801,314
"darifenacin",0.00314162152095051,0.955923759520988,0.987363020833406,-0.0171894150659958,0.762324854722039,0.923725232043498,3.58217768494604e-05,0.981444433979715,9.86978578089919e-06,-0.0171894150659957,159.190143457828,0.000295475990311083,312
"dasatinib",-0.154186190538536,0.00766585133233063,0.112116453398801,-0.167652113898786,0.00370159326044544,0.0705250926463815,-0.00203951879169067,0.799256965195272,0.0237733813527858,-0.166142355520821,174.338282150363,0.0281072312947317,298
