"CCLE_19Q4_gene_symbol","HGNC_ID","HGNC_approved_symbol","HGNC_alias_symbols","HGNC_previous_symbols"
"WDR11","HGNC:13831","WDR11","KIAA1351|FLJ10506|WDR15|HH14|DR11|SRI1","BRWD2"
"ARMH3","HGNC:25788","ARMH3","FLJ13114","C10orf76"
"KCNIP2","HGNC:15522","KCNIP2","KCHIP2",""
"CFAP58","HGNC:26676","CFAP58","FLJ35908|bA554P13.1","C10orf80|CCDC147"
"GOT1","HGNC:4432","GOT1","AST1|SGOT|AST",""
"CPN1","HGNC:2312","CPN1","",""
"C10orf95","HGNC:25880","C10orf95","FLJ14280",""
"SFRP5","HGNC:10779","SFRP5","SARP3",""
"GNA13","HGNC:4381","GNA13","G13|MGC46138",""
"HOXB8","HGNC:5119","HOXB8","","HOX2|HOX2D"
"KANSL1","HGNC:24565","KANSL1","DKFZP727C091|MSL1v1|CENP-36|NSL1","KIAA1267"
"HOXB5","HGNC:5116","HOXB5","","HOX2|HOX2A"
"CRHR1","HGNC:2357","CRHR1","CRF-R|CRF1","CRHR"
"HOXB3","HGNC:5114","HOXB3","","HOX2|HOX2G"
"HOXB1","HGNC:5111","HOXB1","","HOX2|HOX2I"
"DUSP1","HGNC:3064","DUSP1","HVH1|CL100|MKP-1","PTPN10"
"PANK3","HGNC:19365","PANK3","FLJ12899",""
"MSX2","HGNC:7392","MSX2","CRS2|FPP|HOX8|MSH|PFM","PFM1"
"TEK","HGNC:11724","TEK","TIE2|TIE-2|VMCM1|CD202b","VMCM"
"RCL1","HGNC:17687","RCL1","RPCL1|RNAC",""
"CAAP1","HGNC:25834","CAAP1","FLJ13657|CAAP","C9orf82"
"EQTN","HGNC:1359","EQTN","AFAF|SPACA8|equatorin","C9orf11"
"MOB3B","HGNC:23825","MOB3B","MOB1D|FLJ13204","MOBKL2B|C9orf35"
"INSL6","HGNC:6089","INSL6","RIF1",""
"INSL4","HGNC:6087","INSL4","EPIL",""
"MLANA","HGNC:7124","MLANA","MART1|MART-1",""
"CD274","HGNC:17635","CD274","B7-H|B7H1|PD-L1|PDL1|B7-H1","PDCD1LG1"
"IFNA6","HGNC:5427","IFNA6","IFN-alphaK",""
"IFNA8","HGNC:5429","IFNA8","IFN-alphaB",""
"GRIA2","HGNC:4572","GRIA2","GluA2|GLURB|GluR-K2|GluR-B|GluR-2","GLUR2"
"NUP43","HGNC:21182","NUP43","bA350J20.1|FLJ13287",""
"MTHFD1L","HGNC:21055","MTHFD1L","DKFZP586G1517|FLJ21145","FTHFSDC1"
"LRP11","HGNC:16936","LRP11","bA350J20.3|MANSC3",""
"CCDC170","HGNC:21177","CCDC170","FLJ23305|bA282P11.1","C6orf97"
"PCMT1","HGNC:8728","PCMT1","",""
"PLEKHG1","HGNC:20884","PLEKHG1","KIAA1209|ARHGEF41",""
"MYCT1","HGNC:23172","MYCT1","MTLC|FLJ21269",""
"CXorf21","HGNC:25667","TASL","FLJ11577","CXorf21"
"MAGEB4","HGNC:6811","MAGEB4","MGC33144|CT3.6",""
"CYSTM1","HGNC:30239","CYSTM1","ORF1-FL49","C5orf32"
"WDR55","HGNC:25971","WDR55","FLJ20195|FLJ21702",""
"ARAP3","HGNC:24097","ARAP3","FLJ21065|DRAG1","CENTD3"
"SLC25A2","HGNC:22921","SLC25A2","ORNT2",""
"TNN","HGNC:22942","TNN","TNW",""
"MRPS14","HGNC:14049","MRPS14","HSMRPS14",""
"CENPL","HGNC:17879","CENPL","dJ383J4.3|FLJ31044","C1orf155"
"TNFSF18","HGNC:11932","TNFSF18","AITRL|TL6|hGITRL",""
"SEC16B","HGNC:30301","SEC16B","RGPR|PGPR-p117|Sec16S","LZTR2"
"GORAB","HGNC:25676","GORAB","FLJ11752|NTKL-BP1|GO","SCYL1BP1"
"GPR31","HGNC:4486","GPR31","HETER1|12-HETER",""
"ACAT2","HGNC:94","ACAT2","",""
"TCP1","HGNC:11655","TCP1","D6S230E|CCT1|Ccta",""
"TTLL2","HGNC:21211","TTLL2","NYD-TSPG|dJ366N23.3","C6orf104"
"SNX19","HGNC:21532","SNX19","KIAA0254|CHET8",""
"KCNJ5","HGNC:6266","KCNJ5","Kir3.4|CIR|KATP1|GIRK4|LQT13",""
"MSANTD2","HGNC:26266","MSANTD2","FLJ23342","C11orf61"
"TP53AIP1","HGNC:29984","TP53AIP1","p53AIP1",""
"TEX11","HGNC:11733","TEX11","TSGA3|TGC1|ZIP4|ZIP4H|MZIP4|Spo22",""
"ARR3","HGNC:710","ARR3","ARRX",""
"PDZD11","HGNC:28034","PDZD11","","PDZK11"
"SLC10A7","HGNC:23088","SLC10A7","MGC25043|DKFZp566M114|DKFZp313H0531|DKFZp779O2438","C4orf13"
"NUDCD1","HGNC:24306","NUDCD1","CML66|FLJ14991",""
"ENY2","HGNC:24449","ENY2","DC6|FLJ20480|Sus1",""
"MASTL","HGNC:19042","MASTL","FLJ14813|THC2|Gwl",""
"KIAA1217","HGNC:25428","KIAA1217","DKFZP761L0424|SKT|ETL4",""
"LYZL1","HGNC:30502","LYZL1","MGC33408|LYC2",""
"PLXDC2","HGNC:21013","PLXDC2","TEM7R|FLJ14623|PLXDC2-OT",""
"EPC1","HGNC:19876","EPC1","Epl1",""
"IQSEC3","HGNC:29193","IQSEC3","KIAA1110|MGC30156",""
"CCDC77","HGNC:28203","CCDC77","MGC13183",""
"TAF12","HGNC:11545","TAF12","TAFII20","TAF2J"
"ENOX1","HGNC:25474","ENOX1","FLJ10094|PIG38|CNOX|cCNOX",""
"TNFSF11","HGNC:11926","TNFSF11","TRANCE|RANKL|OPGL|ODF|CD254",""
"MTRF1","HGNC:7469","MTRF1","RF1|MTTRF1|MGC47721",""
"SOHLH2","HGNC:26026","SOHLH2","FLJ20449|TEB1|bHLHe81|SPATA28",""
"DNAJC15","HGNC:20325","DNAJC15","MCJ","DNAJD1"
"PROSER1","HGNC:20291","PROSER1","bA50D16.2|FLJ12661","C13orf23"
"UFM1","HGNC:20597","UFM1","bA131P10.1","C13orf20"
"WBP4","HGNC:12739","WBP4","FBP21|MGC117310",""
"ELF1","HGNC:3316","ELF1","",""
"SMAD9","HGNC:6774","SMAD9","SMAD8|SMAD8/9","MADH6|MADH9"
"HSPH1","HGNC:16969","HSPH1","HSP105B|KIAA0201|HSP105A|NY-CO-25",""
"KBTBD7","HGNC:25266","KBTBD7","DKFZP434E2318",""
"ALG5","HGNC:20266","ALG5","bA421P11.2",""
"EXOSC8","HGNC:17035","EXOSC8","OIP2|RRP43|bA421P11.3|Rrp43p|EAP2|p9|CIP3",""
"ETF1","HGNC:3477","ETF1","eRF1|TB3-1|RF1","SUP45L1|ERF1|ERF"
"TGFBI","HGNC:11771","TGFBI","BIGH3|CDB1|CDGG1","CSD3|LCD1|CSD1|CSD2"
"FAM53C","HGNC:1336","FAM53C","","C5orf6"
"SIL1","HGNC:24624","SIL1","BAP|ULG5","MSS"
"PAIP2","HGNC:17970","PAIP2","PAIP2A",""
"MYOT","HGNC:12399","MYOT","","TTID|LGMD1A|LGMD1"
"KDM3B","HGNC:1337","KDM3B","KIAA1082|NET22","C5orf7|JMJD1B"
"EGR1","HGNC:3238","EGR1","TIS8|G0S30|NGFI-A|KROX-24|ZIF-268|AT225|225",""
"SERP1","HGNC:10759","SERP1","RAMP4|FLJ43424",""
"PLS1","HGNC:9090","PLS1","",""
"ZFP30","HGNC:29555","ZFP30","ZNF745|KIAA0961",""
"NR2C1","HGNC:7971","NR2C1","TR2-11","TR2"
"UTP20","HGNC:17897","UTP20","DRIM|1A6/DRIM",""
"TMPO","HGNC:11875","TMPO","TP|LAP2|LEMD4",""
"ARL1","HGNC:692","ARL1","ARFL1",""
"GLT8D2","HGNC:24890","GLT8D2","FLJ31494",""
"MTERF2","HGNC:30779","MTERF2","FLJ14062","MTERFD3"
"SOCS2","HGNC:19382","SOCS2","STATI2|SSI2|SOCS-2|SSI-2|CIS2|Cish2",""
"NFYB","HGNC:7805","NFYB","CBF-A|HAP3|NF-YB",""
"WASHC3","HGNC:24256","WASHC3","CGI-116","CCDC53"
"APAF1","HGNC:576","APAF1","CED4|APAF-1",""
"DUSP4","HGNC:3070","DUSP4","HVH2|MKP-2|TYP",""
"CLU","HGNC:2095","CLU","SGP-2|SP-40|TRPM-2|KUB1|CLU1|CLU2","CLI|APOJ"
"TNFRSF10B","HGNC:11905","TNFRSF10B","DR5|KILLER|TRICK2A|TRAIL-R2|TRICKB|CD262|TRAILR2",""
"SORBS3","HGNC:30907","SORBS3","SCAM-1|SH3D4|vinexin",""
"PTK2B","HGNC:9612","PTK2B","CAKB|PYK2|RAFTK|PTK|CADTK","FAK2"
"CHRNA2","HGNC:1956","CHRNA2","",""
"ADRA1A","HGNC:277","ADRA1A","ADRA1L1","ADRA1C"
"PPP3CC","HGNC:9316","PPP3CC","CALNA3|PP2Bgamma",""
"PDLIM2","HGNC:13992","PDLIM2","",""
"EPHX2","HGNC:3402","EPHX2","ABHD20|sEH",""
"RNF170","HGNC:25358","RNF170","DKFZP564A022|ADSA","SNAX1"
"NPPB","HGNC:7940","NPPB","",""
"UBIAD1","HGNC:30791","UBIAD1","TERE1","SCCD"
"TARDBP","HGNC:11571","TARDBP","TDP-43|ALS10",""
"TNFRSF8","HGNC:11923","TNFRSF8","KI-1","CD30|D1S166E"
"PRAMEF2","HGNC:28841","PRAMEF2","FLJ43580",""
"ZNF706","HGNC:24992","ZNF706","HSPC038",""
"LYPLA1","HGNC:6737","LYPLA1","LPL1|APT-1",""
"CRISPLD1","HGNC:18206","CRISPLD1","Cocoacrisp|DKFZp762F133","LCRISP1"
"COPS5","HGNC:2240","COPS5","JAB1|SGN5|MOV-34|CSN5",""
"RDH10","HGNC:19975","RDH10","SDR16C4",""
"EPX","HGNC:3423","EPX","EPO|EPP|EPX-PEN",""
"AKAP1","HGNC:367","AKAP1","AKAP121|AKAP149|SAKAP84|S-AKAP84|AKAP84|D-AKAP1|PPP1R43|TDRD17","PRKA1"
"COIL","HGNC:2184","COIL","CLN80|p80-coilin",""
"TRIM25","HGNC:12932","TRIM25","EFP|RNF147","ZNF147"
"SCPEP1","HGNC:29507","SCPEP1","RISC",""
"SPOP","HGNC:11254","SPOP","TEF2|BTBD32",""
"TBX2","HGNC:11597","TBX2","",""
"SLC35B1","HGNC:20798","SLC35B1","UGTREL1|AXER",""
"TBX4","HGNC:11603","TBX4","",""
"TEX14","HGNC:11737","TEX14","CT113",""
"FAM117A","HGNC:24179","FAM117A","",""
"NCAPH","HGNC:1112","NCAPH","CAP-H|hCAP-H","BRRN1"
"LRAT","HGNC:6685","LRAT","LCA14",""
"TMEM131L","HGNC:29146","TMEM131L","DKFZp586H1322","KIAA0922"
"MND1","HGNC:24839","MND1","GAJ",""
"TRIM6","HGNC:16277","TRIM6","RNF89",""
"ABCC11","HGNC:14639","ABCC11","MRP8",""
"TENT4B","HGNC:30758","TENT4B","TRF4-2|TUT3","PAPD5"
"ADCY7","HGNC:238","ADCY7","KIAA0037|AC7",""
"CEP89","HGNC:25907","CEP89","FLJ14640","CCDC123"
"TSHZ3","HGNC:30700","TSHZ3","KIAA1474|TSH3","ZNF537"
"ECHDC2","HGNC:23408","ECHDC2","FLJ10948",""
"TAS2R8","HGNC:14915","TAS2R8","T2R8|TRB5",""
"PLBD1","HGNC:26215","PLBD1","FLJ22662",""
"TAS2R10","HGNC:14918","TAS2R10","T2R10|TRB2",""
"PRB2","HGNC:9338","PRB2","PRPPRB1|Ps|cP7",""
"PYROXD1","HGNC:26162","PYROXD1","DKFZp762G094|FLJ22028",""
"IAPP","HGNC:5329","IAPP","AMYLIN|DAP|IAP",""
"KCNJ8","HGNC:6269","KCNJ8","Kir6.1",""
"TAS2R7","HGNC:14913","TAS2R7","T2R7|TRB4",""
"BCL2L14","HGNC:16657","BCL2L14","BCLG|BCL-G",""
"TAS2R9","HGNC:14917","TAS2R9","T2R9|TRB6",""
"PSPC1","HGNC:20320","PSPC1","PSP1|FLJ10955",""
"ZNF549","HGNC:26632","ZNF549","FLJ34917",""
"A1BG","HGNC:5","A1BG","",""
"ZSCAN18","HGNC:21037","ZSCAN18","FLJ12895","ZNF447"
"ZNF211","HGNC:13003","ZNF211","ZNF-25|CH2H2-25",""
"PDZRN3","HGNC:17704","PDZRN3","KIAA1095|SEMACAP3|LNX3|SEMCAP3",""
"RGSL1","HGNC:18636","RGSL1","","RGSL2"
"LHX4","HGNC:21734","LHX4","Gsh4",""
"RNF2","HGNC:10061","RNF2","BAP-1|BAP1|DING|HIPI3|RING1B|RING2",""
"TRMT1L","HGNC:16782","TRMT1L","","C1orf25"
"SEC22A","HGNC:20260","SEC22A","","SEC22L2"
"CSTA","HGNC:2481","CSTA","","STF1|STFA"
"DPPA4","HGNC:19200","DPPA4","FLJ10713",""
"POPDC2","HGNC:17648","POPDC2","POP2",""
"B4GALT4","HGNC:927","B4GALT4","beta4Gal-T4",""
"NAA50","HGNC:29533","NAA50","FLJ13194|NAT5|San","MAK3|NAT13"
"CD80","HGNC:1700","CD80","B7.1|B7-1","CD28LG|CD28LG1"
"KIF18A","HGNC:29441","KIF18A","DKFZP434G2226|PPP1R99",""
"GJA8","HGNC:4281","GJA8","CX50","CAE1|CZP1|CAE"
"DESI2","HGNC:24264","DESI2","CGI-146|FLJ21998|PNAS-4|DESI-2","C1orf121|FAM152A|PPPDE1"
"MAPK8IP1","HGNC:6882","MAPK8IP1","IB1|JIP-1|JIP1","PRKM8IP"
"CRY2","HGNC:2385","CRY2","",""
"PEX16","HGNC:8857","PEX16","",""
"DEPDC7","HGNC:29899","DEPDC7","",""
"CAT","HGNC:1516","CAT","",""
"PILRB","HGNC:18297","PILRB","FDFACT1|FDFACT2",""
"ZMYM2","HGNC:12989","ZMYM2","RAMP|FIM|MYM","ZNF198"
"GJB6","HGNC:4288","GJB6","EDH|HED|CX30","DFNA3|ED2"
"GJA3","HGNC:4277","GJA3","CX46","CZP3"
"TBC1D15","HGNC:25694","TBC1D15","FLJ12085|DKFZp761D0223",""
"ADGRB2","HGNC:944","ADGRB2","","BAI2"
"HCRTR1","HGNC:4848","HCRTR1","OX1R|OXR1|ORXR1",""
"ZCCHC17","HGNC:30246","ZCCHC17","PS1D|HSPC251|pNO40",""
"FABP3","HGNC:3557","FABP3","H-FABP|O-FABP","MDGI|FABP11"
"KHDRBS1","HGNC:18116","KHDRBS1","Sam68|p62|FLJ34027",""
"TMEM39B","HGNC:25510","TMEM39B","FLJ10315",""
"CCRL2","HGNC:1612","CCRL2","HCR|CRAM-B|CKRX|CRAM-A|ACKR5",""
"CCR2","HGNC:1603","CCR2","CC-CKR-2|CKR2|MCP-1-R|CD192|FLJ78302","CMKBR2"
"POLR3GL","HGNC:28466","POLR3GL","flj32422|MGC3200",""
"GHSR","HGNC:4267","GHSR","",""
"TNFSF10","HGNC:11925","TNFSF10","TRAIL|Apo-2L|TL2|CD253|TANCR",""
"ZNF639","HGNC:30950","ZNF639","ANC-2H01|ZASC1",""
"SLITRK3","HGNC:23501","SLITRK3","KIAA0848",""
"PIK3CA","HGNC:8975","PIK3CA","PI3K",""
"PDS5A","HGNC:29088","PDS5A","KIAA0648|PIG54|SCC-112",""
"TMEM156","HGNC:26260","TMEM156","FLJ23235",""
"LIAS","HGNC:16429","LIAS","LAS",""
"CPXM2","HGNC:26977","CPXM2","UNQ676|CPX2",""
"TMEM54","HGNC:24143","TMEM54","CAC-1|BCLP",""
"ZSCAN20","HGNC:13093","ZSCAN20","KOX29","ZNF360|ZNF31"
"CSMD2","HGNC:19290","CSMD2","KIAA1884",""
"HPCA","HGNC:5144","HPCA","","DYT2"
"LRIF1","HGNC:30299","LRIF1","RIF1|FLJ11269","C1orf103"
"TMIGD3","HGNC:51375","TMIGD3","AD026",""
"CLCC1","HGNC:29675","CLCC1","MCLC",""
"GPSM2","HGNC:29501","GPSM2","LGN|Pins","DFNB82"
"GTDC1","HGNC:20887","GTDC1","FLJ11753|Hmat-Xa",""
"CXCR4","HGNC:2561","CXCR4","LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|NPYR|CD184",""
"ZRANB3","HGNC:25249","ZRANB3","DKFZP434B1727|AH2",""
"ACVR2A","HGNC:173","ACVR2A","ACTRII","ACVR2"
"POLK","HGNC:9183","POLK","POLQ|DINP","DINB1"
"SV2C","HGNC:30670","SV2C","SLC22B3",""
"FLT3","HGNC:3765","FLT3","STK1|FLK2|CD135",""
"RPL21","HGNC:10313","RPL21","L21|FLJ27458|MGC71252|MGC104274|MGC104275|DKFZp686C06101|eL21",""
"MTIF3","HGNC:29788","MTIF3","IF-3mt|IF3(mt)",""
"GTF3A","HGNC:4662","GTF3A","TFIIIA|AP2",""
"RASL11A","HGNC:23802","RASL11A","",""
"UBL3","HGNC:12504","UBL3","HCG-1|DKFZP434K151|FLJ32018","PNSC1"
"FYTTD1","HGNC:25407","FYTTD1","DKFZp761B1514|UIF",""
"MTERF4","HGNC:28785","MTERF4","MGC61716","MTERFD2"
"XPNPEP2","HGNC:12823","XPNPEP2","",""
"SASH3","HGNC:15975","SASH3","SLY|753P9|SH3D6C|HACS2","CXorf9"
"OCRL","HGNC:8108","OCRL","OCRL1|Dent-2",""
"PAEP","HGNC:8573","PAEP","PEP|PP14|GdA|GdS|GdF|PAEG|GD|MGC138509|MGC142288",""
"OBP2A","HGNC:23380","OBP2A","hOBPIIa|OBP|LCN13",""
"MRPS2","HGNC:14495","MRPS2","CGI-91",""
"TBX22","HGNC:11600","TBX22","","CPX|CLPA"
"FMOD","HGNC:3774","FMOD","SLRR2E",""
"MYOG","HGNC:7612","MYOG","bHLHc3","MYF4"
"LAX1","HGNC:26005","LAX1","LAX|FLJ20340",""
"PLG","HGNC:9071","PLG","",""
"KIAA1191","HGNC:29209","KIAA1191","FLJ21022|p33MONOX|p60MONOX",""
"COPA","HGNC:2230","COPA","HEP-COP",""
"CD244","HGNC:18171","CD244","2B4|NAIL|NKR2B4|Nmrk|SLAMF4",""
"LY9","HGNC:6730","LY9","CD229|mLY9|SLAMF3|hly9",""
"HS3ST2","HGNC:5195","HS3ST2","3OST2",""
"RBBP6","HGNC:9889","RBBP6","P2P-R|PACT|SNAMA",""
"ZC3H7A","HGNC:30959","ZC3H7A","HSPC055|FLJ20318","ZC3HDC7|ZC3H7"
"PRM2","HGNC:9448","PRM2","CT94.2",""
"SERAC1","HGNC:21061","SERAC1","FLJ14917",""
"ANXA11","HGNC:535","ANXA11","","ANX11"
"LDB3","HGNC:15710","LDB3","PDLIM6|KIAA0613|ZASP","CMD1C"
"OPN4","HGNC:14449","OPN4","MOP|melanopsin",""
"SHLD2","HGNC:28773","SHLD2","MGC5560|bA163M19.1|FAM35A1|RINN2","FAM35A"
"PRXL2A","HGNC:28651","PRXL2A","MGC4248|PAMM|Adrx","C10orf58|FAM213A"
"ZNF205","HGNC:12996","ZNF205","Zfp13","ZNF210"
"NAA60","HGNC:25875","NAA60","FLJ14154|HAT4|NatF|hNaa60","NAT15"
"RPL5","HGNC:10360","RPL5","L5|PPP1R135|uL18",""
"ODF2L","HGNC:29225","ODF2L","KIAA1229",""
"PTGFR","HGNC:9600","PTGFR","FP",""
"SPATA1","HGNC:14682","SPATA1","SP-2",""
"TRMT13","HGNC:25502","TRMT13","FLJ10287|FLJ11219","CCDC76"
"LRRC39","HGNC:28228","LRRC39","MGC14816|myomasp",""
"RWDD3","HGNC:21393","RWDD3","DKFZP566K023|RSUME",""
"ZNF644","HGNC:29222","ZNF644","KIAA1221|BM-005|MGC60165|MGC70410",""
"CCDC18","HGNC:30370","CCDC18","NY-SAR-41",""
"RPAP2","HGNC:25791","RPAP2","FLJ13150|Rtr1","C1orf82"
"PQLC1","HGNC:26188","SLC66A2","FLJ22378","PQLC1"
"BBS9","HGNC:30000","BBS9","B1|PTHB1",""
"PMS2","HGNC:9122","PMS2","H_DJ0042M02.9|HNPCC4|MLH4|PMS-2","PMSL2"
"ZMIZ2","HGNC:22229","ZMIZ2","KIAA1886|hZIMP7|ZIMP7|DKFZp761I2123|NET27",""
"OCM","HGNC:8105","OCM","OCM1",""
"SEPT7","HGNC:1717","SEPTIN7","CDC3|SEPT7A","CDC10|SEPT7"
"EEPD1","HGNC:22223","EEPD1","KIAA1706",""
"KLHL7","HGNC:15646","KLHL7","KLHL6|SBBI26|RP42",""
"HERPUD2","HGNC:21915","HERPUD2","FLJ22313",""
"CBX3","HGNC:1553","CBX3","HP1Hs-gamma",""
"HNRNPA2B1","HGNC:5033","HNRNPA2B1","","HNRPA2B1"
"WIPF3","HGNC:22004","WIPF3","CR16|FLJ36931",""
"NXPH1","HGNC:20693","NXPH1","",""
"NPY","HGNC:7955","NPY","PYY4",""
"FAM126A","HGNC:24587","HYCC1","DRCTNNB1A|HCC|hyccin","FAM126A"
"HOXA7","HGNC:5108","HOXA7","","HOX1A|HOX1"
"INHBA","HGNC:6066","INHBA","",""
"FKBP9","HGNC:3725","FKBP9","FKBP60|FKBP63",""
"NT5C3A","HGNC:17820","NT5C3A","UMPH1|PSN1|PN-I|UMPH|P5'N-1|cN-III|p36|POMP|hUMP1","NT5C3"
"ARL4A","HGNC:695","ARL4A","","ARL4"
"CCZ1","HGNC:21691","CCZ1","CGI-43|CCZ1A","C7orf28A"
"POLM","HGNC:9185","POLM","Tdt-N",""
"RAMP3","HGNC:9845","RAMP3","",""
"MRM2","HGNC:16352","MRM2","FJH1|RRMJ2","FTSJ2"
"TWIST1","HGNC:12428","TWIST1","SCS|H-twist|BPES2|bHLHa38|CRS1","ACS3|BPES3|TWIST|CRS"
"SMU1","HGNC:18247","SMU1","SMU-1|FLJ10805|BWD|fSAP57",""
"GLIPR2","HGNC:18007","GLIPR2","GAPR-1","C9orf19"
"SLC25A51","HGNC:23323","SLC25A51","MGC14836|CG7943","MCART1"
"CLTA","HGNC:2090","CLTA","Lca",""
"RECK","HGNC:11345","RECK","hRECK","ST15"
"SPINK4","HGNC:16646","SPINK4","PEC-60|MGC133107",""
"TAF1L","HGNC:18056","TAF1L","",""
"ACO1","HGNC:117","ACO1","IRP1|IREBP","IREB1"
"PHF24","HGNC:29180","PHF24","","KIAA1045"
"DNAI1","HGNC:2954","DNAI1","DIC1|PCD|CILD1",""
"DCAF10","HGNC:23686","DCAF10","MGC10765|FLJ23201","WDR32"
"CNTFR","HGNC:2170","CNTFR","",""
"KIAA1549","HGNC:22219","KIAA1549","",""
"TRIM24","HGNC:11812","TRIM24","hTIF1|Tif1a|RNF82|TIF1A","TIF1"
"CYREN","HGNC:22432","CYREN","MGC5242|FLJ27285|FLJ22450|MRI|MRI-2","C7orf49"
"CALD1","HGNC:1441","CALD1","CDM|H-CAD|L-CAD|h-CD",""
"AKR1D1","HGNC:388","AKR1D1","","SRD5B1"
"NUDT10","HGNC:17621","NUDT10","DIPP3a|hDIPP3alpha",""
"SFTPA1","HGNC:10798","SFTPA1","SP-A|SP-A1|COLEC4","SFTP1"
"NEUROG3","HGNC:13806","NEUROG3","Atoh5|Math4B|ngn3|bHLHa7",""
"PLAU","HGNC:9052","PLAU","URK|UPA",""
"SRGN","HGNC:9361","SRGN","PPG","PRG|PRG1"
"CHST3","HGNC:1971","CHST3","C6ST|C6ST1",""
"BICC1","HGNC:19351","BICC1","",""
"CISD1","HGNC:30880","CISD1","MDS029|mitoNEET","C10orf70|ZCD1"
"EGR2","HGNC:3239","EGR2","","KROX20"
"ECD","HGNC:17029","ECD","hSGT1|GCR2",""
"P4HA1","HGNC:8546","P4HA1","C-P4Halpha(I)","P4HA"
"SLC25A16","HGNC:10986","SLC25A16","GDA|D10S105E|HGT.1|ML7",""
"ZWINT","HGNC:13195","ZWINT","KNTC2AP|SIP30|Zwint1",""
"VPS26A","HGNC:12711","VPS26A","Hbeta58|PEP8A","VPS26"
"RBM19","HGNC:29098","RBM19","DKFZp586F1023|KIAA0682|Mrd1",""
"CIT","HGNC:1985","CIT","KIAA0949|STK21|CRIK|CITK",""
"IFT81","HGNC:14313","IFT81","CDV-1R|MGC4027","CDV1"
"ACADS","HGNC:90","ACADS","SCAD|ACAD3",""
"HVCN1","HGNC:28240","HVCN1","MGC15619|Hv1|VSOP",""
"DDX54","HGNC:20084","DDX54","MGC2835|APR-5|DP97",""
"MED13L","HGNC:22962","MED13L","KIAA1025|TRAP240L","THRAP2"
"CDKN2C","HGNC:1789","CDKN2C","INK4C|p18",""
"RNF11","HGNC:10056","RNF11","CGI-123|Sid1669p|MGC51169",""
"RASSF8","HGNC:13232","RASSF8","HoJ-1","C12orf2"
"BHLHE41","HGNC:16617","BHLHE41","DEC2|SHARP-1|SHARP1","BHLHB3"
"SSPN","HGNC:11322","SSPN","SPN1|SPN2","KRAG"
"ITPR2","HGNC:6181","ITPR2","IP3R2|CFAP48",""
"CCDC91","HGNC:24855","CCDC91","p56|FLJ11088|DKFZp779L1558",""
"NECAB1","HGNC:20983","NECAB1","","EFCBP1"
"WWP1","HGNC:17004","WWP1","AIP5|DKFZP434D2111",""
"ACOT9","HGNC:17152","ACOT9","CGI-16|MT-ACT48|ACATE2",""
"PRDX4","HGNC:17169","PRDX4","AOE37-2",""
"DDX39A","HGNC:17821","DDX39A","DDXL|BAT1L|URH49","DDX39"
"PKN1","HGNC:9405","PKN1","DBK|PRK1|PKN|MGC46204|PAK1","PRKCL1"
"TRIR","HGNC:28424","TRIR","MGC2803|fSAP18|TERCIR","C19orf43"
"ADGRE5","HGNC:1711","ADGRE5","TM7LN1","CD97"
"WDR83","HGNC:32672","WDR83","MORG1",""
"GIPC1","HGNC:1226","GIPC1","TIP-2|Hs.6454|GIPC|SEMCAP|GLUT1CBP|SYNECTIN|NIP","C19orf3|RGS19IP1"
"ACTRT1","HGNC:24027","ACTRT1","AIP1|KIAA0705|ARIP1|Arp-T1",""
"CCDC70","HGNC:25303","CCDC70","DKFZP434K1172|FLJ25853",""
"SPRYD7","HGNC:14297","SPRYD7","CLLD6","C13orf1"
"EBPL","HGNC:18061","EBPL","EBRP",""
"ATP7B","HGNC:870","ATP7B","","WND"
"ZC3H13","HGNC:20368","ZC3H13","DKFZp434D1812|Xio","KIAA0853"
"NLN","HGNC:16058","NLN","KIAA1226","AGTBP"
"CENPK","HGNC:29479","CENPK","FKSG14|SOLT|CENP-K",""
"OPTN","HGNC:17142","OPTN","FIP2|HYPL|FIP-2|TFIIIA-INTP|NRP|HIP7","GLC1E"
"ITIH5","HGNC:21449","ITIH5","MGC10848",""
"ATF1","HGNC:783","ATF1","TREB36",""
"TSFM","HGNC:12367","TSFM","EF-Tsmt|EF-TS",""
"NEUROD4","HGNC:13802","NEUROD4","Atoh3|ATH-3|MATH-3|bHLHa4",""
"ARHGAP9","HGNC:14130","ARHGAP9","MGC1295|10C",""
"NCKAP1L","HGNC:4862","NCKAP1L","","HEM1"
"MMP19","HGNC:7165","MMP19","RASI-1","MMP18"
"PFDN5","HGNC:8869","PFDN5","PFD5|MM-1",""
"SPATS2","HGNC:18650","SPATS2","SPATA10|SCR59|FLJ13117",""
"ORMDL2","HGNC:16037","ORMDL2","HSPC160|adoplin-2|MST095|MSTP095",""
"NR4A1","HGNC:7980","NR4A1","TR3|N10|NAK-1|NGFIB|NUR77","HMR|GFRP1"
"PDE1B","HGNC:8775","PDE1B","","PDES1B"
"HOXC13","HGNC:5125","HOXC13","","HOX3|HOX3G"
"CDK2","HGNC:1771","CDK2","",""
"LRP1","HGNC:6692","LRP1","LRP|CD91|LRP1A|APOER|IGFBP3R1|IGFBP-3R","APR|A2MR"
"HOXC11","HGNC:5123","HOXC11","","HOX3H"
"ATG101","HGNC:25679","ATG101","FLJ11773","C12orf44"
"NFE2","HGNC:7780","NFE2","NF-E2",""
