Gene.ID,M005,M005_PDX,M019,M019_PDX,M026,M029_PDX
ENSG00000213216,NA,NA,-3.047641916,NA,NA,-0.654237278
ENSG00000142937,1.401839951,0.63691596,1.523459034,2.492444342,0.499380054,0.887732968
ENSG00000236199,NA,-3.640224213,NA,-3.62786387,-1.40573081,-1.876629699
ENSG00000125691,0.376098023,0.219110237,1.135420082,1.788581096,0.549286587,0.080301579
ENSG00000164823,2.449844939,1.582168208,0.602171729,-0.56441059,1.478076173,2.015614121
ENSG00000256571,NA,NA,NA,NA,NA,NA
ENSG00000238947,NA,NA,NA,NA,NA,NA
ENSG00000156253,0.748728693,0.475253004,0.582835244,1.539666615,0.832967612,1.18572231
ENSG00000225470,3.368456612,0.47311726,0.599248334,0.036886656,0.944612968,1.496926796
ENSG00000213593,1.265235892,1.308573335,0.617419124,0.478402493,0.611454806,0.388467174
ENSG00000235967,NA,NA,NA,NA,NA,NA
ENSG00000131943,1.809029204,1.546188911,0.839147474,0.099001133,0.910122771,1.550121221
ENSG00000250127,-2.43889831,NA,NA,NA,NA,NA
ENSG00000161888,0.487101109,2.114663289,0.617694001,2.179491051,0.355002951,0.218212673
ENSG00000176515,NA,NA,NA,NA,NA,-2.239199779
ENSG00000263884,NA,-2.377189807,-3.410211996,-1.40547145,-0.113550058,-3.82416228
ENSG00000214787,NA,NA,NA,NA,NA,-2.239199779
ENSG00000156709,3.355517556,0.507674482,0.944588349,1.968408725,1.049613852,1.468821119
ENSG00000124664,NA,NA,NA,NA,NA,NA
ENSG00000143740,1.088839322,1.062307884,0.50478365,0.384605481,0.308756683,1.399679616
ENSG00000107672,1.97613919,1.775861376,1.53343715,1.382307934,1.736240131,1.874141696
ENSG00000081721,3.233527032,1.035886176,0.960245994,1.349416052,1.12624541,0.899214251
ENSG00000226367,NA,-1.569834885,-2.699718613,-2.864903068,-1.678163913,-2.374129358
ENSG00000120948,2.070876695,1.58402043,1.299283604,1.678214701,1.812262242,1.341081177
ENSG00000015568,-3.661290731,-0.640224213,-2.240286994,NA,-3.306195136,NA
ENSG00000143228,2.467992286,NA,2.279087165,4.803981916,3.215041767,3.603779054
ENSG00000086827,1.82162924,1.764166042,0.685712424,0.653422239,1.522038516,1.481740392
ENSG00000230022,NA,-1.055261712,NA,NA,NA,NA
ENSG00000171631,-4.023860811,-3.055261713,NA,NA,NA,-2.461592199
ENSG00000219881,NA,NA,NA,NA,NA,NA
ENSG00000225945,NA,NA,NA,-0.820508948,NA,NA
ENSG00000250031,NA,NA,NA,NA,NA,NA
ENSG00000120438,1.236879354,1.124938273,0.794429211,1.454113431,0.888295787,0.832364543
ENSG00000114638,NA,NA,NA,NA,-3.891157636,-2.239199779
ENSG00000233497,NA,NA,NA,NA,NA,NA
ENSG00000260884,1.020533309,-4.862616634,NA,NA,-1.306195136,-1.391202872
ENSG00000179889,-0.651627634,-0.760877952,-0.651220095,-0.53083179,0.213933994,0.306873709
ENSG00000151276,-2.924325137,-3.934407318,-1.852216542,-2.969823671,-2.765626754,-2.741700118
ENSG00000162910,2.130957298,0.885844599,1.887817832,1.755351345,0.542640791,1.24419174
ENSG00000237737,NA,NA,-2.699718613,NA,NA,NA
ENSG00000161013,2.757498903,3.291563886,1.051479131,1.403674528,0.716461972,1.14668095
ENSG00000225975,NA,NA,-1.940726712,-1.142437044,-0.306195136,-2.654237277
ENSG00000214089,NA,NA,2.081641101,NA,NA,NA
ENSG00000226017,-4.023860811,-1.470299212,NA,NA,-3.765626754,-3.461592199
ENSG00000185518,NA,-5.303189226,NA,-1.727399545,0.131925977,-1.670916018
ENSG00000132823,3.24292573,1.955006623,1.03893665,0.97354915,0.637221336,0.038784969
ENSG00000233820,NA,-3.377189807,NA,NA,NA,-2.461592199
ENSG00000116703,NA,-1.055261712,NA,NA,-1.306195135,-1.654237278
ENSG00000144504,-0.593408258,-0.55033871,-1.396157905,-1.608563315,-1.031335294,-0.277673926
ENSG00000130173,NA,-1.055261712,-1.240286994,-1.40547145,-1.306195135,-2.654237277
ENSG00000251229,NA,NA,NA,-3.142437043,-4.006634854,-3.976165373
ENSG00000259308,NA,NA,NA,NA,-1.891157637,NA
ENSG00000188559,-2.864662216,-3.684458184,-2.518271742,-2.362402728,-1.35229155,-2.078989931
ENSG00000234933,NA,-2.640224213,NA,-0.557474543,NA,-1.654237277
ENSG00000108669,-1.257291503,-2.015515533,-0.171024332,-0.829846813,0.079398586,-0.555157503
ENSG00000224295,NA,NA,NA,NA,-0.306195137,NA
ENSG00000196187,0.553239572,-0.222371698,-1.832923422,-3.031480675,-0.843434596,-0.042261825
ENSG00000230782,NA,NA,-6.122930044,NA,NA,NA
ENSG00000146556,NA,0.645178006,1.444211181,1.484345633,0.476213429,3.023834628
ENSG00000142733,1.993275102,1.596371828,0.864682566,0.507545249,0.629195783,1.406404074
ENSG00000165115,-2.43889831,-1.557762053,-2.539847276,-2.968900789,-1.180664253,-0.469812706
ENSG00000164978,0.245599864,0.279157327,1.017510763,0.816920972,0.693804864,0.46123994
ENSG00000164758,0.690384707,0.752093209,0.585683606,1.828583889,1.367576632,0.641218606
ENSG00000261216,NA,NA,NA,NA,NA,-2.976165373
ENSG00000128408,NA,2.851628883,-0.918358899,1.179491051,0.296469367,NA
ENSG00000249899,-3.43889831,NA,NA,NA,NA,NA
ENSG00000153989,0.974583723,2.279340212,1.624485625,1.55890464,1.962881077,1.684241994
ENSG00000203506,NA,NA,NA,NA,-5.113550058,-4.74170012
ENSG00000213239,NA,NA,NA,NA,NA,NA
ENSG00000228674,NA,NA,NA,NA,NA,NA
ENSG00000171155,0.798140887,2.385310879,2.025057573,2.543765437,2.651576629,3.118352227
ENSG00000143252,1.803958214,2.095452685,1.052022334,1.844020809,1.166037765,1.851603603
ENSG00000133665,-0.116970215,-0.470299212,-1.825249495,NA,-1.306195135,NA
ENSG00000231148,-4.023860811,NA,NA,NA,NA,NA
ENSG00000218896,-3.43889831,NA,NA,NA,-3.006634854,-2.528706395
ENSG00000163263,NA,NA,NA,NA,NA,-0.654237278
ENSG00000128228,1.883029785,1.832263559,2.245139833,2.781527065,1.763626314,1.970253587
ENSG00000167962,3.295412831,3.443286036,1.632115225,1.51069696,0.606342023,2.218212673
ENSG00000196345,0.20495788,0.167130709,-1.081589248,-1.55169219,-1.009802133,0.220231841
ENSG00000232928,-2.023860811,-3.377189807,NA,-5.49293429,NA,NA
ENSG00000248401,NA,NA,NA,NA,NA,NA
ENSG00000160789,2.383474619,2.174614877,1.371321751,2.140929994,1.402963616,0.931153133
ENSG00000259415,NA,NA,NA,NA,NA,NA
ENSG00000230585,NA,-3.640224213,NA,NA,-3.598976885,-5.046554701
ENSG00000121749,3.183153509,1.248964381,0.794311668,0.207325259,1.215879659,0.290703705
ENSG00000158805,1.092292934,1.511778881,0.295279686,0.908767379,0.5872332,1.270575227
ENSG00000214560,NA,NA,NA,NA,NA,NA
ENSG00000102226,1.961249228,1.662762318,0.714198347,0.521047953,-0.331455089,0.959955935
ENSG00000225393,NA,NA,NA,NA,-3.213085731,-2.239199778
ENSG00000240759,NA,NA,-0.240286995,NA,NA,NA
ENSG00000110900,-4.808132119,-4.62511732,-1.098267989,-0.001081195,-1.984267041,-0.086552768
ENSG00000230734,-2.268973309,-2.309018305,-2.627310117,0.220133035,-2.850515652,NA
ENSG00000236191,NA,NA,NA,NA,NA,NA
ENSG00000107789,2.515298001,5.436591384,1.880728407,2.349416053,3.198148904,3.012519315
ENSG00000260316,-2.43889831,NA,-5.194483305,NA,-2.62812323,-1.069274777
ENSG00000128272,2.212350916,2.000881366,1.245273484,1.405950842,0.969973297,0.175212502
ENSG00000234779,NA,NA,-2.699718613,NA,-3.006634854,-1.239199778
ENSG00000254843,-3.43889831,NA,NA,NA,NA,NA
ENSG00000138670,-3.853935809,-7.875440675,-2.410211996,-6.255137177,-3.02866116,-5.080502031
ENSG00000092758,2.95957134,5.122557673,2.231913744,2.73724875,0.93179414,3.784132726
ENSG00000207258,NA,NA,NA,NA,NA,NA
ENSG00000229452,NA,NA,NA,NA,NA,NA
ENSG00000218175,2.731026691,NA,1.344675506,5.427418565,NA,3.805194342
ENSG00000237259,-1.43889831,-1.470299212,-0.602857073,-2.694978066,-1.199279932,NA
ENSG00000214067,NA,NA,NA,NA,NA,NA
ENSG00000221083,NA,NA,NA,NA,NA,NA
ENSG00000258730,-2.43889831,NA,NA,NA,NA,-7.312448761
ENSG00000164620,1.515298,1.252860583,0.933044609,0.044331468,0.549794562,0.680181762
ENSG00000240288,-3.43889831,-3.640224213,-2.5033214,-2.820508949,-3.306195136,-1.976165372
ENSG00000185862,0.56110169,-3.377189807,NA,NA,-4.891157636,NA
ENSG00000182362,0.283567714,1.185746387,0.652797802,1.13269684,0.68428209,0.199911857
ENSG00000128274,NA,NA,-3.240286994,-4.142437044,-1.628123231,-2.528706395
ENSG00000243845,NA,NA,NA,NA,NA,NA
ENSG00000258545,NA,NA,-1.562215089,NA,-3.62812323,-1.239199778
ENSG00000184162,0.283567715,2.436591384,1.506946936,2.299947376,0.844746762,1.734033313
ENSG00000232031,NA,NA,NA,NA,NA,NA
ENSG00000175463,-1.301394786,-1.792227306,-3.178886449,-6.229899884,-2.453036524,-1.528706395
ENSG00000075856,2.037539734,0.957937785,-0.13840738,-0.039954086,0.370649466,1.009951914
ENSG00000147274,1.587662516,1.350107139,0.77269086,1.019218948,1.172871035,1.757487488
ENSG00000260029,NA,NA,NA,NA,NA,NA
ENSG00000196544,0.084663646,1.489058804,1.792134484,-0.490360347,1.169538295,1.381386632
ENSG00000245293,NA,NA,-3.240286994,NA,-0.176912119,-2.718367615
ENSG00000252234,NA,NA,NA,NA,NA,NA
ENSG00000259684,2.419082685,3.802719283,1.85924868,2.072575847,3.600695459,4.738080146
ENSG00000214029,NA,NA,-3.178886449,-4.864903068,-1.192538354,0.153117645
ENSG00000214517,2.029448034,1.626799476,0.314087187,1.189272072,0.444594297,1.135195737
ENSG00000256381,NA,NA,NA,NA,NA,NA
ENSG00000173264,1.356281899,2.056246603,1.018800227,1.163371386,0.649534597,0.986220336
ENSG00000238142,NA,1.266666383,3.081641101,1.316994575,1.278767365,NA
ENSG00000127947,2.916936201,1.822254281,0.537563934,-0.116901952,1.211601938,1.571704212
ENSG00000234632,NA,NA,NA,NA,NA,NA
ENSG00000085721,0.924849961,1.478170488,0.9117161,0.663524643,1.445277702,0.498122875
ENSG00000102931,1.409840533,1.104394953,0.961346867,1.441385437,0.784620027,0.491193162
ENSG00000215895,NA,NA,-1.240286995,3.501419146,1.072316487,-0.069274777
ENSG00000230306,NA,-0.055261712,NA,1.764453552,NA,NA
ENSG00000185031,NA,NA,NA,NA,-4.213085731,-2.239199779
ENSG00000164707,-2.602397042,-1.885336711,-5.270034337,-4.678489944,-1.768300889,0.738080146
ENSG00000128965,3.20495788,NA,0.759713006,-0.275074812,0.578327647,1.345762723
ENSG00000267802,NA,5.337055711,5.666603602,5.508614647,NA,NA
ENSG00000166352,1.368456612,0.862276127,2.028201842,1.715543952,1.206874446,0.898303746
ENSG00000186283,0.241221424,-0.140653204,0.181805263,0.364794153,0.411925921,0.786335314
ENSG00000243954,NA,NA,NA,NA,NA,NA
ENSG00000120280,NA,NA,NA,NA,NA,NA
ENSG00000156873,0.687634096,0.798189624,1.003949816,1.160549488,0.198359281,1.16020707
ENSG00000172915,-0.364643755,1.58255267,-2.125644428,-3.663783445,-1.590203671,-1.14683576
ENSG00000205268,-1.35643615,-2.281537568,-1.004219636,-0.768670018,-0.247642953,0.710459103
ENSG00000261604,0.939613313,1.837823084,3.288966075,4.564558735,4.049009114,3.56528981
ENSG00000224430,-6.526361151,-5.142724553,NA,-6.296242379,NA,NA
ENSG00000213830,NA,NA,NA,NA,-3.62812323,NA
ENSG00000256383,-1.116970215,-0.055261712,-3.047641916,-4.57539645,-0.853682931,-4.354676996
ENSG00000169860,0.435570808,-0.602749508,-3.120705378,-2.783983074,0.213179023,-0.125128011
ENSG00000168246,0.068061679,0.24513322,0.328447045,0.801734568,1.260710871,1.408047001
ENSG00000085274,1.169910933,1.131151412,0.505140179,0.583881306,1.053086373,1.335270349
ENSG00000204843,1.341752288,1.068396755,0.367302623,0.355537635,0.388852284,1.179574685
ENSG00000261879,NA,-1.640224213,-1.825249495,-1.990433951,-2.04316073,NA
ENSG00000197217,-0.37259594,-0.113529368,-0.551819918,-1.025748423,0.24306843,0.107528403
ENSG00000238039,NA,-3.377189807,-1.240286995,NA,NA,-0.431844856
ENSG00000125877,1.323602377,1.690981695,1.78800205,2.989388168,1.037920578,1.850933485
ENSG00000254783,-2.43889831,-0.354821994,-1.699718612,-3.727399545,-1.065187036,0.930725223
ENSG00000149231,3.947682743,2.606051674,1.174750505,1.45959897,2.629483883,2.218591482
ENSG00000254317,NA,NA,-1.825249495,-2.279940568,-0.628123231,-1.791740801
ENSG00000254463,NA,NA,NA,NA,-5.350589255,NA
ENSG00000005486,3.034273365,3.324952493,0.820681023,1.226603647,0.345378968,1.352426453
ENSG00000185262,2.331175596,2.992770984,1.594126941,1.96376236,0.259908338,0.449218766
ENSG00000213871,NA,NA,NA,NA,NA,NA
ENSG00000259677,NA,NA,NA,-2.62786387,-2.113550058,NA
ENSG00000168995,NA,NA,NA,NA,NA,NA
ENSG00000168439,1.721949029,1.954058916,0.444510774,0.932478663,0.432572701,1.210299306
ENSG00000135919,3.692558896,5.307462757,0.451509262,1.40589755,0.964288133,0.928223768
ENSG00000231459,NA,NA,NA,NA,NA,NA
ENSG00000182154,1.96709405,1.444309297,2.682545145,2.953796007,1.5044275,1.417423707
ENSG00000146757,1.770555056,1.809808708,1.257212666,1.202211127,2.036197061,1.478213019
ENSG00000261646,NA,NA,NA,NA,NA,NA
ENSG00000239877,NA,NA,-3.56221509,NA,NA,NA
ENSG00000100316,1.933597672,1.882820678,1.99485392,2.568864292,0.886942474,1.747168839
ENSG00000243951,NA,NA,NA,NA,NA,NA
ENSG00000249971,2.261541408,1.622810193,1.94293483,2.194441393,1.295255488,0.90764161
ENSG00000124159,NA,NA,NA,NA,NA,0.345762723
ENSG00000213881,-0.853935809,NA,NA,3.349416053,3.153236481,NA
ENSG00000268485,0.453119009,0.343287664,0.99457674,1.686125191,0.461300461,1.125228248
ENSG00000253967,NA,NA,-2.240286994,NA,NA,NA
ENSG00000203527,NA,NA,NA,NA,-2.306195135,NA
ENSG00000065135,1.493987495,1.088704061,0.832776469,1.951074842,2.155826135,1.742652875
ENSG00000139370,1.076801528,0.594117517,0.589788005,-0.348440505,0.926585055,0.874816482
ENSG00000146963,1.962101356,2.101781997,0.710670383,0.084333818,0.786251113,0.250447273
ENSG00000124835,-3.43889831,NA,NA,NA,NA,NA
ENSG00000181652,-0.406476832,1.926590941,2.069041064,3.470168212,0.898163363,-0.654237277
ENSG00000120949,NA,-2.055261713,NA,NA,-2.628123231,-0.654237278
ENSG00000254604,NA,-0.055261712,-2.240286994,-2.142437043,-3.476120137,NA
ENSG00000135924,1.864882438,1.965454264,1.092956414,0.004657249,0.617342871,1.502566803
ENSG00000225551,NA,NA,NA,NA,NA,NA
ENSG00000255495,NA,NA,-2.240286994,-2.40547145,-2.04316073,-1.654237278
ENSG00000160712,-0.190970796,-2.108700971,-1.200540816,-1.383190002,-0.213513134,0.962021354
ENSG00000188739,-3.43889831,-0.470299212,-2.562215089,-0.142437044,0.278767365,-0.806240371
ENSG00000224946,NA,NA,NA,NA,NA,NA
ENSG00000231047,NA,NA,NA,NA,-5.164176131,NA
ENSG00000050344,1.803958214,3.479869632,0.101632576,1.43714226,1.635701909,0.293295303
ENSG00000215319,NA,NA,-1.240286994,NA,1.278767365,2.345762723
ENSG00000259591,NA,NA,NA,NA,NA,NA
ENSG00000230946,NA,NA,NA,NA,NA,NA
ENSG00000215515,NA,NA,NA,NA,NA,NA
ENSG00000228728,NA,NA,NA,NA,NA,-0.069274777
ENSG00000127530,NA,NA,NA,NA,NA,NA
ENSG00000228779,NA,NA,NA,-3.820508948,NA,NA
ENSG00000223528,-1.374767972,-1.289726966,-4.940726713,-5.405471449,-2.562534889,-1.902164791
ENSG00000244356,-4.760826405,NA,NA,NA,NA,NA
ENSG00000184979,1.505960136,3.020026415,0.944137577,1.201858864,-0.092791498,-1.239199778
ENSG00000149932,0.696616661,0.775238546,1.3264133,1.122659828,0.583957683,1.073683178
ENSG00000168961,-2.43889831,-2.230348419,-0.5033214,-1.759108404,-4.752451365,-2.151736937
ENSG00000173821,-1.370003229,-1.87273856,-2.343352787,-3.276431071,-2.078213033,-1.956572767
ENSG00000215184,NA,NA,NA,NA,NA,NA
ENSG00000237351,NA,NA,NA,NA,-5.591597355,NA
ENSG00000157322,NA,-1.055261713,-3.047641916,NA,-2.306195135,NA
ENSG00000111834,NA,-3.640224213,-0.562215089,NA,0.108842363,-1.239199778
ENSG00000249412,-2.43889831,NA,-3.488214508,NA,NA,NA
ENSG00000119969,0.561101691,2.33705571,0.36378433,2.376792492,1.344627951,1.414924748
ENSG00000250604,NA,NA,-3.098267989,-2.898511461,-1.35350085,-2.528706395
ENSG00000218410,NA,NA,NA,NA,NA,NA
ENSG00000146677,NA,-3.055261712,-3.940726713,-1.235546448,-1.628123231,-1.654237277
ENSG00000235440,NA,NA,NA,NA,-4.62812323,NA
ENSG00000223549,NA,-3.862616634,NA,NA,NA,NA
ENSG00000233255,NA,NA,NA,NA,NA,NA
ENSG00000205873,-3.175863904,-3.328280207,-1.240286994,-1.774705259,-1.595701753,-0.12372256
ENSG00000228750,NA,NA,-0.240286995,NA,-3.113550058,NA
ENSG00000231313,NA,NA,NA,NA,NA,NA
ENSG00000254428,0.56110169,-1.707338409,NA,NA,-2.071729882,-0.654237277
ENSG00000268047,NA,2.404169906,0.387744229,2.337032328,0.485218243,1.390156842
ENSG00000220240,NA,NA,NA,NA,NA,NA
ENSG00000235552,NA,NA,NA,NA,NA,NA
ENSG00000225261,NA,NA,-2.240286994,NA,-1.891157636,-2.654237278
ENSG00000198792,1.495775442,2.079897871,0.305856257,0.242226807,0.415604011,1.413628753
ENSG00000119787,2.594524692,2.33705571,0.236760167,-0.050628732,1.367277535,1.365258899
ENSG00000250130,-2.43889831,NA,NA,NA,-4.591597355,NA
ENSG00000112584,-0.408136056,-0.75570143,-2.021514888,-1.872539652,-1.021850224,-0.311349564
ENSG00000204356,2.146064191,1.706578551,1.510832695,1.73297532,1.114852865,1.636352851
ENSG00000159479,0.210915335,0.497279311,0.253977197,0.519121148,0.470646478,1.090505668
ENSG00000163938,0.773551308,0.784797374,0.954316937,1.334465711,1.043981141,1.818292556
ENSG00000163528,-0.237264449,0.207772693,1.196576868,1.055916366,0.65316288,2.005687281
ENSG00000153936,2.584637205,3.527760378,0.950655789,1.258442393,2.338473611,2.335709058
ENSG00000221821,0.368456612,3.192665801,1.97270673,2.138849067,2.120069619,1.568155144
ENSG00000225165,NA,NA,NA,NA,NA,NA
ENSG00000264329,NA,2.266666383,0.759713006,0.54206113,0.896896729,0.973793945
ENSG00000200708,NA,NA,NA,NA,NA,NA
ENSG00000197702,-1.281357033,-1.030417642,-0.536177227,-0.95550016,-0.287624388,0.009266155
ENSG00000228839,NA,NA,NA,NA,-1.891157637,-2.976165373
ENSG00000158079,-0.362547424,-0.733333618,-1.51209161,-2.2832157,-0.674582542,0.212496191
ENSG00000223949,NA,-3.640224213,-4.14717759,NA,-3.765626754,-3.4615922
ENSG00000168778,1.261541408,1.779314678,0.467532255,0.425651639,0.145416978,0.32230375
ENSG00000242616,NA,NA,1.596214274,1.349416053,1.764194192,2.061969757
ENSG00000107290,-1.036460847,-1.176321098,-1.377790518,-1.523366689,-0.908435628,-0.266507124
ENSG00000259556,NA,-3.377189807,NA,-2.820508948,-1.306195135,NA
ENSG00000236449,NA,NA,-2.659825886,-1.633740437,-0.824326128,-2.976165372
ENSG00000177732,1.791051463,1.947553304,0.351073278,1.225477256,0.012705267,1.317112518
ENSG00000256897,-3.175863904,NA,-3.699718613,NA,-2.306195136,-2.654237277
ENSG00000142252,1.368456612,-0.34476833,0.780177108,1.657538348,0.528381255,1.136309357
ENSG00000010610,-6.993487161,-7.925626432,-3.240286994,NA,-6.547781123,-4.319573194
ENSG00000155099,3.14606419,2.546774302,1.181669919,0.602990129,0.889230238,1.492036456
ENSG00000189366,NA,2.266666383,0.759713006,1.764453552,0.108842363,0.930725223
ENSG00000143322,-1.663864675,-0.579135703,-1.686713631,-2.009292978,-0.738641542,-1.377363964
ENSG00000251192,-0.301394786,-0.411405523,-0.847969571,-1.450559339,-0.349916513,0.60356048
ENSG00000228436,-3.02386081,-3.055261713,-1.725713821,-0.990433951,-0.136270134,-1.876629699
ENSG00000241939,NA,NA,NA,NA,NA,NA
ENSG00000228828,NA,NA,NA,NA,NA,-0.654237278
ENSG00000204618,2.467992286,0.359775787,1.100749924,1.59452855,1.354716218,1.631164942
ENSG00000107968,-3.216505888,NA,-1.562215089,-4.142437044,-1.052438544,-3.600197438
ENSG00000239590,NA,NA,NA,NA,NA,NA
ENSG00000255790,NA,NA,NA,NA,NA,NA
ENSG00000266352,NA,NA,NA,-2.99043395,0.693804863,-3.239199779
ENSG00000138640,-1.237264449,-1.962152308,-0.255473398,-1.791065171,-0.509358086,-0.415049613
ENSG00000224505,0.690384707,3.371003042,1.580742865,2.179491051,4.21736682,2.760800222
ENSG00000183155,1.976139189,1.300218942,0.468664224,0.727927676,0.508965189,1.444580459
ENSG00000237004,-0.631543388,-1.180792595,-2.63883637,-3.802361602,-1.343031904,-3.139664105
ENSG00000254414,-1.268973309,-0.640224214,-2.632604417,-3.694978067,-1.493822139,0.760800222
ENSG00000119403,0.40322203,2.393639239,0.162980728,1.212482877,0.574774001,1.611392238
ENSG00000239524,NA,-2.055261713,-3.562215089,-2.142437044,0.693804863,-3.239199779
ENSG00000225278,-4.760826405,-3.862616634,-3.240286994,-3.727399544,-2.04316073,-1.876629699
ENSG00000186222,2.467992286,1.102279564,1.128946815,2.59452855,1.565480767,1.708332802
ENSG00000226095,NA,NA,NA,NA,NA,NA
ENSG00000125551,NA,-1.055261712,NA,NA,NA,NA
ENSG00000167578,0.524575814,3.468300244,1.593703054,2.140320454,-0.083802715,2.153117645
ENSG00000158717,1.69552801,1.47688409,1.390845688,1.891914461,0.344856555,0.783168035
ENSG00000171861,0.846503909,0.529700788,0.87945225,1.279026724,0.92328671,-0.256477769
ENSG00000086589,1.346976884,1.074464461,0.905236664,0.641189989,0.470163897,0.568155144
ENSG00000100350,0.417091388,1.078004819,-0.149251918,0.731133479,0.667742567,1.034561034
ENSG00000230749,NA,NA,NA,NA,NA,NA
ENSG00000106638,1.662079338,1.853063687,0.735866264,1.055130713,0.332807204,1.371757931
ENSG00000144451,1.347698052,2.114663289,1.233644195,1.326332439,2.302614107,-1.654237278
ENSG00000147155,0.776114581,1.075982821,1.990493213,3.336705001,0.902391486,1.980478259
ENSG00000149716,1.318703577,2.391503495,0.737228992,1.120815144,1.109088368,1.135630218
ENSG00000259548,NA,NA,NA,NA,-2.891157636,NA
ENSG00000246145,NA,NA,NA,-2.142437043,-1.721232635,-2.239199779
ENSG00000226438,NA,NA,NA,NA,NA,NA
ENSG00000226137,0.402403944,0.451698276,0.344675507,-0.302377957,0.6259008,0.840527414
ENSG00000005206,2.549786377,2.473377182,1.612993133,1.425247465,0.747320374,2.378871034
ENSG00000234478,0.368456612,-1.17073893,-3.098267989,-1.922870666,-0.616535257,-1.180985164
ENSG00000218521,NA,NA,NA,NA,NA,NA
ENSG00000226602,NA,NA,NA,NA,NA,NA
ENSG00000229531,NA,NA,NA,-0.820508948,NA,NA
ENSG00000244187,-0.05423446,1.54740279,1.260406589,0.826819433,0.314216201,1.689170545
ENSG00000178104,-0.664901985,-1.834134259,-1.418992881,-2.970072997,-0.678462412,-0.489178031
ENSG00000145354,1.329286015,1.436591384,1.463728178,1.95709863,1.91959987,1.577615473
ENSG00000235619,NA,NA,NA,NA,NA,NA
ENSG00000145191,0.697935905,0.762146874,0.747517709,0.64810959,0.382645315,0.969457618
ENSG00000253880,NA,NA,NA,NA,NA,NA
ENSG00000104723,0.690384707,1.732727885,0.61660566,1.550282727,1.090080301,1.044528457
ENSG00000256481,NA,NA,NA,NA,NA,NA
ENSG00000213704,NA,4.898934598,NA,NA,NA,NA
ENSG00000162599,-1.357978315,-1.754602234,-1.746729127,-2.057548146,-1.109394428,-1.161407618
ENSG00000101150,1.442113654,1.208471504,0.397492205,0.670280157,0.637062353,0.829200997
ENSG00000166342,NA,NA,NA,NA,-1.891157637,NA
ENSG00000177182,5.194096887,5.379366515,2.827457613,2.650796771,4.60069546,3.612549264
ENSG00000243697,NA,NA,NA,NA,NA,NA
ENSG00000213864,NA,NA,NA,NA,NA,NA
ENSG00000102897,1.526885975,1.880198035,1.018025001,0.713552654,0.311717787,-0.528706395
ENSG00000141576,2.100260501,3.479074715,-0.265204626,1.640758394,-0.771591937,0.888571772
ENSG00000257647,-2.43889831,NA,NA,NA,-3.306195136,NA
ENSG00000248256,NA,NA,0.759713005,NA,NA,0.930725223
ENSG00000004478,1.718953859,0.774366839,0.577588641,1.539098717,0.350035721,0.814438186
ENSG00000090905,-0.208366544,-0.545980412,-1.026102325,-2.077959237,-0.321405557,-0.226852392
ENSG00000183814,2.953419113,2.717327791,2.403569196,1.09202821,2.800004268,3.593690236
ENSG00000118600,1.819835958,1.855804559,1.217702651,1.031392412,1.026683258,1.943781377
ENSG00000255198,NA,0.681703882,1.952358084,3.842456064,1.541801771,3.345762723
ENSG00000144659,1.111298773,0.529700788,1.148755297,0.579421657,0.468630002,0.869324679
ENSG00000241127,1.09715459,1.546774302,1.453051668,1.335610253,1.421725319,3.440919956
ENSG00000139547,-2.760826405,-2.92973083,-1.562215089,-3.727399544,-2.113550058,-2.239199778
ENSG00000116906,0.6790989,0.135260193,0.923379017,0.909172919,0.530003966,1.061619291
ENSG00000262533,1.161014532,1.415058222,1.411789703,1.157007037,0.139042602,0.360262293
ENSG00000254469,-2.43889831,-1.972799552,-1.825249495,-1.305935776,-1.159353748,-0.12372256
ENSG00000249504,NA,NA,NA,NA,NA,-1.239199778
ENSG00000121594,NA,NA,NA,NA,-3.891157636,NA
ENSG00000225057,-0.116970215,-1.733333618,NA,-3.62786387,-1.04316073,-2.654237277
ENSG00000104442,1.972915288,1.588594478,1.53230251,1.733691298,2.249020022,2.370010269
ENSG00000099625,2.827888231,2.944738288,0.647238276,2.127023631,1.316735215,2.134258618
ENSG00000136237,-4.258326065,-5.464652648,-2.223608253,-2.714421691,-1.450585046,-0.774531511
ENSG00000224428,-0.116970215,-0.822600956,-0.977252588,-1.010840161,-0.242064799,-0.287454947
ENSG00000224489,3.20495788,3.032201129,0.81416079,1.179491051,0.916197285,1.404656412
ENSG00000256640,NA,NA,NA,NA,NA,NA
ENSG00000008018,0.76579211,0.846952396,1.635506305,1.697677074,1.198890217,0.832620086
ENSG00000101190,1.984313121,2.492226083,1.355322751,1.222304134,1.092354241,2.198921334
ENSG00000201457,NA,NA,NA,-1.405471449,-4.006634854,NA
ENSG00000184956,NA,NA,NA,-4.57539645,-0.498840214,NA
ENSG00000202347,NA,NA,NA,NA,NA,-1.654237278
ENSG00000249635,NA,NA,-2.240286994,NA,-1.306195135,NA
ENSG00000159905,-4.246253232,-3.578823669,-3.742787334,-6.246773703,-2.275821487,0.284362178
ENSG00000234740,NA,NA,NA,NA,NA,-3.976165373
ENSG00000179165,NA,-2.055261713,NA,NA,NA,NA
ENSG00000198590,NA,-2.755701431,-1.669130293,-1.40547145,-1.306195136,-1.434456069
ENSG00000090060,0.89541351,1.114663289,0.548735192,0.559406757,1.027592043,1.21937437
ENSG00000173692,1.056403265,1.13635836,0.021825857,0.902822519,0.675572576,0.756083987
