Gene.ID,M005,M005_PDX,M019,M019_PDX,M026,M029_PDX
ENSG00000166803,1.757498903,4.944738288,2.180556127,3.43822532,2.371876769,2.587348709
ENSG00000151287,1.594524691,3.420471719,1.428091515,3.486919576,2.053700809,3.497765816
ENSG00000166886,2.062540835,2.681703882,1.290227723,1.321935316,1.339330089,2.015892607
ENSG00000255949,NA,0.373581586,1.666603601,1.905316088,1.030088252,1.574581414
ENSG00000115275,1.070429753,1.10936899,0.394428542,1.609925655,0.735383968,1.665179598
ENSG00000087502,2.898405011,1.475253005,1.133837312,1.237206549,1.445753488,1.57356864
ENSG00000171421,2.770555056,1.468300243,1.14763866,2.145543719,0.736873586,1.135839654
ENSG00000088356,1.987366444,2.290513124,1.110620168,1.942240671,1.007221459,1.468382009
ENSG00000214706,2.146064191,2.784514687,1.195812121,2.384749126,1.144582018,1.744933817
ENSG00000186275,-1.564429192,-1.442284835,-2.410211995,-2.770468266,-1.091456287,-0.376703302
ENSG00000111196,0.953419113,1.724348219,1.26785991,1.83025561,1.29284255,2.336717583
ENSG00000197982,0.14606419,2.184204222,2.700819316,1.756548353,1.693804865,1.772027477
ENSG00000178605,1.289022145,1.211018353,1.693623815,1.112939858,0.575384372,2.428224883
ENSG00000253302,NA,NA,NA,NA,-3.765626754,-2.654237278
ENSG00000187778,1.933070467,1.924877866,1.330565907,1.767985243,0.627513185,1.760054836
ENSG00000153574,2.136010526,1.639883706,1.15898319,1.590917297,1.287985894,1.433225564
ENSG00000258384,2.146064191,3.588594477,2.969166372,1.68645104,2.038633361,1.930725224
ENSG00000108106,2.594524692,4.621870632,2.06732143,4.035397718,1.455356097,2.336938872
ENSG00000166444,-1.958905369,-1.566375183,-0.868023518,-1.035608878,-0.439766537,-0.047975375
ENSG00000144635,1.846503909,1.545130828,1.47487423,1.454113431,1.972106027,1.791827118
ENSG00000110367,-0.864131576,-0.670528885,-2.850950005,-3.701326033,-1.088934759,-1.275597066
ENSG00000143753,2.251417191,2.094980923,1.605327261,1.826130448,2.285740288,2.742534286
ENSG00000197451,2.227559309,2.278979644,1.466666031,2.501419146,1.801809112,2.054107639
ENSG00000101146,0.762735551,1.462974674,0.277906495,0.871730288,0.288120364,0.282875017
ENSG00000103342,1.599710144,1.276814338,0.272411331,1.003947265,0.88404985,0.879620883
ENSG00000146007,1.60757612,1.439188496,1.092636108,1.786778099,1.077387477,1.02809306
ENSG00000242372,1.175811534,1.817781113,1.299587617,2.45108747,1.084264341,0.949584251
ENSG00000170855,3.095080262,2.549600346,2.396337627,2.501419146,1.410011898,1.914871272
ENSG00000119203,1.664389498,1.575024779,0.599248333,1.681150905,1.014064139,1.351967872
ENSG00000133398,2.467992286,2.489058804,1.776014819,2.15779598,1.979588395,0.986220336
ENSG00000115484,2.712202817,2.058300846,1.375619214,1.921616672,1.400103686,1.388329026
ENSG00000165704,2.03830801,3.620303337,1.970609789,3.021426205,2.204766783,1.903139392
ENSG00000248429,-4.760826404,-6.810149214,-2.710606929,-3.839509911,-0.598587721,-0.995274195
ENSG00000169217,1.47418412,1.922300898,1.291535815,1.167336851,0.900585087,1.352151051
ENSG00000116221,1.41120626,1.56745571,1.842400288,2.685381981,1.019491611,1.197664084
ENSG00000163882,1.301858863,2.226773656,1.25114968,1.744748142,0.752050005,1.90503858
ENSG00000173915,2.214543929,1.872387443,2.0327315,3.179491051,1.981885189,1.302323462
ENSG00000089006,1.845382498,2.009508543,0.993626102,1.66040867,1.137411516,1.537458347
ENSG00000174442,1.239173595,2.679804349,1.559688398,1.537043056,2.204766783,1.855957455
ENSG00000111229,1.425789787,0.955385532,2.050577089,2.332138061,1.612793602,1.536249046
ENSG00000144029,0.969186428,0.69962579,0.662415804,1.217245973,0.805007427,0.549121952
ENSG00000115685,1.772410612,2.205571785,1.794478424,2.255042084,1.147631357,1.728977938
ENSG00000134333,2.012504509,2.823059731,1.516043925,2.543369288,1.813761082,0.971449158
ENSG00000149929,1.883029785,3.007748085,1.239705947,1.86448237,1.337111351,1.945675565
ENSG00000121621,2.368456612,5.154191653,0.724947588,3.331494145,1.428403444,1.772027478
ENSG00000136718,2.159361013,1.523824222,1.328821555,1.235233602,0.78847219,1.489598495
ENSG00000169895,0.40812083,1.084013077,0.764051942,0.739578883,0.739874512,0.776860073
ENSG00000164885,0.536854144,2.860346101,1.128100412,1.403984995,0.761368148,1.279529024
ENSG00000140396,-1.735880048,-1.474975699,-2.286090683,-2.796631847,-1.261952298,-0.500557606
ENSG00000161036,1.970492626,3.02446548,1.040613833,1.744824745,0.864991514,1.143499642
ENSG00000225300,-6.608823312,NA,-6.794875846,NA,NA,-7.283593898
ENSG00000173581,3.583469503,2.546774302,1.86662821,1.868790212,1.243577936,2.490813056
ENSG00000225373,-1.042969634,-1.50506463,-4.670274835,-4.575396451,-0.600815885,-1.587123082
ENSG00000158042,0.963200134,2.653375158,1.02951837,1.757517505,0.873128564,1.715986375
ENSG00000166845,NA,3.802719283,1.378622839,1.737486504,2.926465621,4.153117645
ENSG00000111788,2.289022145,0.995364361,1.210374415,2.179491051,0.715831171,1.83118955
ENSG00000131871,1.639603664,2.080874976,1.257212666,1.469940915,1.346511971,1.599519315
ENSG00000260034,NA,NA,-7.497674837,-6.397937777,-4.884462984,NA
ENSG00000136950,2.252263595,2.302290293,0.64135081,1.733803339,1.304372181,0.923936058
ENSG00000109390,1.077677216,2.217756782,1.804107126,2.465795236,2.111039919,1.998896726
ENSG00000089693,1.357649857,2.574239184,1.449846528,1.98625531,1.27351164,1.42105085
ENSG00000174547,0.894084973,2.045538928,1.474555789,2.239612043,0.669082435,1.610262537
ENSG00000100652,NA,NA,-4.56221509,NA,NA,NA
ENSG00000106554,1.385071326,1.727926899,0.612225394,1.786209968,0.442911021,0.586562986
ENSG00000173226,1.667301094,1.075134925,0.648291723,0.920104422,0.872142105,1.741064004
ENSG00000230262,-2.43889831,-2.903258619,-2.680859585,-2.888253556,-1.370325473,-1.302764907
ENSG00000173486,2.315989192,1.870737706,1.552783702,1.174768641,0.542393161,1.758701756
ENSG00000143771,0.44693067,1.318862594,0.665795143,1.156626942,1.04475586,1.212084287
ENSG00000119979,3.355517556,2.404169905,0.899643267,0.442525457,1.132097716,1.445298396
ENSG00000101363,1.55248856,2.019573521,1.223237379,1.141790343,0.782842577,1.174935755
